,Date,Open,High,Low,Close,Volume
0,2017-11-09 00:00:00-05:00,3.077500104904175,3.0855000019073486,3.0769999027252197,3.0799999237060547,222
1,2017-11-10 00:00:00-05:00,3.0789999961853027,3.0789999961853027,3.063499927520752,3.069499969482422,214
2,2017-11-13 00:00:00-05:00,3.0859999656677246,3.125999927520752,3.0859999656677246,3.1115000247955322,368
3,2017-11-14 00:00:00-05:00,3.1029999256134033,3.1029999256134033,3.0450000762939453,3.059999942779541,289
4,2017-11-15 00:00:00-05:00,3.05049991607666,3.057499885559082,3.0334999561309814,3.0490000247955322,338
5,2017-11-16 00:00:00-05:00,3.0450000762939453,3.05649995803833,3.0404999256134033,3.0434999465942383,331
6,2017-11-17 00:00:00-05:00,3.0299999713897705,3.064500093460083,3.0299999713897705,3.0625,233
7,2017-11-20 00:00:00-05:00,3.0510001182556152,3.0905001163482666,3.0510001182556152,3.0905001163482666,382
8,2017-11-21 00:00:00-05:00,3.0859999656677246,3.125499963760376,3.0859999656677246,3.125499963760376,424
9,2017-11-22 00:00:00-05:00,3.134500026702881,3.135999917984009,3.134500026702881,3.134500026702881,316
10,2017-11-24 00:00:00-05:00,3.125999927520752,3.1735000610351562,3.125,3.1659998893737793,193
11,2017-11-27 00:00:00-05:00,3.13100004196167,3.134000062942505,3.13100004196167,3.132499933242798,245
12,2017-11-28 00:00:00-05:00,3.1050000190734863,3.1050000190734863,3.06850004196167,3.070499897003174,73600
13,2017-11-29 00:00:00-05:00,3.068000078201294,3.0834999084472656,3.0325000286102295,3.0399999618530273,19125
14,2017-11-30 00:00:00-05:00,3.0369999408721924,3.063499927520752,3.0244998931884766,3.0369999408721924,2038
15,2017-12-01 00:00:00-05:00,3.0445001125335693,3.0975000858306885,3.0445001125335693,3.065500020980835,2053
16,2017-12-04 00:00:00-05:00,3.068000078201294,3.0840001106262207,3.059000015258789,3.062999963760376,886
17,2017-12-05 00:00:00-05:00,3.063999891281128,3.065000057220459,2.9205000400543213,2.9205000400543213,1747
18,2017-12-06 00:00:00-05:00,2.928499937057495,2.9614999294281006,2.928499937057495,2.936500072479248,768
19,2017-12-07 00:00:00-05:00,2.9509999752044678,2.9679999351501465,2.928999900817871,2.940500020980835,692
20,2017-12-08 00:00:00-05:00,2.938499927520752,2.9665000438690186,2.938499927520752,2.9549999237060547,691
21,2017-12-11 00:00:00-05:00,2.950500011444092,2.993000030517578,2.940000057220459,2.98799991607666,479
22,2017-12-12 00:00:00-05:00,2.990000009536743,3.000499963760376,2.9830000400543213,2.999500036239624,836
23,2017-12-13 00:00:00-05:00,2.993000030517578,3.0350000858306885,2.993000030517578,3.0295000076293945,535
24,2017-12-14 00:00:00-05:00,3.0329999923706055,3.052000045776367,3.0160000324249268,3.0485000610351562,1029
25,2017-12-15 00:00:00-05:00,3.0420000553131104,3.114500045776367,3.0420000553131104,3.109999895095825,560
26,2017-12-18 00:00:00-05:00,3.0959999561309814,3.122999906539917,3.0899999141693115,3.121999979019165,618
27,2017-12-19 00:00:00-05:00,3.1110000610351562,3.129499912261963,3.0920000076293945,3.127500057220459,711
28,2017-12-20 00:00:00-05:00,3.119499921798706,3.177000045776367,3.119499921798706,3.1714999675750732,600
