,Date,Open,High,Low,Close,Volume
0,2017-11-09 00:00:00-05:00,1279.699951171875,1286.9000244140625,1279.699951171875,1285.5999755859375,18
1,2017-11-10 00:00:00-05:00,1283.5,1283.5,1272.4000244140625,1272.4000244140625,10
2,2017-11-13 00:00:00-05:00,1277.300048828125,1277.300048828125,1277.0,1277.300048828125,3
3,2017-11-14 00:00:00-05:00,1276.9000244140625,1281.5,1276.9000244140625,1281.5,4
4,2017-11-15 00:00:00-05:00,1281.4000244140625,1284.699951171875,1275.9000244140625,1276.5,13
5,2017-11-16 00:00:00-05:00,1277.5,1277.5,1277.4000244140625,1277.4000244140625,43
6,2017-11-17 00:00:00-05:00,1288.300048828125,1295.800048828125,1288.300048828125,1295.800048828125,1
7,2017-11-20 00:00:00-05:00,1274.5999755859375,1275.9000244140625,1274.5999755859375,1274.5999755859375,1
8,2017-11-21 00:00:00-05:00,1281.0999755859375,1281.0999755859375,1281.0999755859375,1281.0999755859375,4
9,2017-11-22 00:00:00-05:00,1284.699951171875,1291.5999755859375,1282.9000244140625,1291.5999755859375,4
10,2017-11-24 00:00:00-05:00,1286.699951171875,1286.699951171875,1286.699951171875,1286.699951171875,0
11,2017-11-27 00:00:00-05:00,1293.800048828125,1293.800048828125,1293.800048828125,1293.800048828125,1
12,2017-11-28 00:00:00-05:00,1294.699951171875,1294.699951171875,1294.699951171875,1294.699951171875,275442
13,2017-11-29 00:00:00-05:00,1293.4000244140625,1296.199951171875,1281.0999755859375,1282.0999755859375,47244
14,2017-11-30 00:00:00-05:00,1283.0999755859375,1284.5,1269.699951171875,1273.199951171875,3049
15,2017-12-01 00:00:00-05:00,1274.0999755859375,1288.5999755859375,1271.0,1278.800048828125,823
16,2017-12-04 00:00:00-05:00,1272.5,1276.0999755859375,1270.300048828125,1274.300048828125,850
17,2017-12-05 00:00:00-05:00,1275.4000244140625,1275.800048828125,1260.0,1261.5999755859375,1499
18,2017-12-06 00:00:00-05:00,1264.9000244140625,1267.800048828125,1261.5999755859375,1262.800048828125,373
19,2017-12-07 00:00:00-05:00,1262.300048828125,1262.4000244140625,1243.9000244140625,1249.800048828125,358
20,2017-12-08 00:00:00-05:00,1246.300048828125,1249.300048828125,1241.5,1245.199951171875,157
21,2017-12-11 00:00:00-05:00,1248.4000244140625,1249.199951171875,1239.9000244140625,1243.699951171875,146
22,2017-12-12 00:00:00-05:00,1241.300048828125,1244.4000244140625,1236.5,1238.5,692
23,2017-12-13 00:00:00-05:00,1241.9000244140625,1254.5,1239.800048828125,1245.4000244140625,349
24,2017-12-14 00:00:00-05:00,1252.9000244140625,1257.699951171875,1250.300048828125,1253.800048828125,139
25,2017-12-15 00:00:00-05:00,1253.0999755859375,1260.300048828125,1253.0999755859375,1254.300048828125,578
26,2017-12-18 00:00:00-05:00,1256.199951171875,1262.4000244140625,1255.699951171875,1262.199951171875,45
27,2017-12-19 00:00:00-05:00,1261.0999755859375,1264.300048828125,1259.5,1260.699951171875,329
28,2017-12-20 00:00:00-05:00,1261.300048828125,1266.5999755859375,1261.300048828125,1266.0999755859375,63
29,2017-12-21 00:00:00-05:00,1266.4000244140625,1267.4000244140625,1264.300048828125,1267.300048828125,226
30,2017-12-22 00:00:00-05:00,1266.300048828125,1276.300048828125,1266.300048828125,1275.4000244140625,119
31,2017-12-26 00:00:00-05:00,1282.4000244140625,1284.0999755859375,1281.800048828125,1284.0999755859375,84
32,2017-12-27 00:00:00-05:00,1284.0,1287.0,1284.0,1287.0,456
33,2017-12-28 00:00:00-05:00,1288.199951171875,1294.0999755859375,1288.199951171875,1294.0999755859375,245
34,2017-12-29 00:00:00-05:00,1294.199951171875,1306.300048828125,1294.0,1306.300048828125,65
35,2018-01-02 00:00:00-05:00,1302.300048828125,1317.5999755859375,1302.300048828125,1313.699951171875,68
36,2018-01-03 00:00:00-05:00,1320.0,1320.0999755859375,1312.0999755859375,1316.199951171875,42
37,2018-01-04 00:00:00-05:00,1319.4000244140625,1322.0,1319.4000244140625,1319.4000244140625,2
38,2018-01-05 00:00:00-05:00,1320.300048828125,1320.300048828125,1320.300048828125,1320.300048828125,1
39,2018-01-08 00:00:00-05:00,1319.9000244140625,1319.9000244140625,1314.5999755859375,1318.5999755859375,41
40,2018-01-09 00:00:00-05:00,1309.5999755859375,1311.699951171875,1309.5999755859375,1311.699951171875,16
41,2018-01-10 00:00:00-05:00,1320.300048828125,1320.699951171875,1315.300048828125,1317.4000244140625,70
42,2018-01-11 00:00:00-05:00,1317.0999755859375,1320.5999755859375,1316.300048828125,1320.5999755859375,9
43,2018-01-12 00:00:00-05:00,1327.800048828125,1338.199951171875,1327.800048828125,1333.4000244140625,14
44,2018-01-16 00:00:00-05:00,1331.0999755859375,1335.4000244140625,1331.0,1335.4000244140625,13
45,2018-01-17 00:00:00-05:00,1334.4000244140625,1338.0,1326.800048828125,1338.0,27
46,2018-01-18 00:00:00-05:00,1328.9000244140625,1328.9000244140625,1326.0,1326.0,211
47,2018-01-19 00:00:00-05:00,1330.0999755859375,1333.0,1330.0999755859375,1331.9000244140625,50
48,2018-01-22 00:00:00-05:00,1328.4000244140625,1330.9000244140625,1328.4000244140625,1330.9000244140625,162
49,2018-01-23 00:00:00-05:00,1335.800048828125,1335.9000244140625,1335.699951171875,1335.699951171875,47
50,2018-01-24 00:00:00-05:00,1355.9000244140625,1357.199951171875,1355.9000244140625,1355.9000244140625,18
51,2018-01-25 00:00:00-05:00,1356.300048828125,1362.4000244140625,1346.699951171875,1362.4000244140625,4
